id	institutionCode	collectionCode	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	occurrenceStatus	eventDate	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT	scientificNameID	scientificName
REIS756	CMLRE	SS394	HumanObservation	REIS756	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:835087	Chromis fieldi
REIS757	CMLRE	SS394	HumanObservation	REIS757	10	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219644	Acanthurus tristis
REIS758	CMLRE	SS394	HumanObservation	REIS758	52	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219080	Chlorurus capistratoides
REIS759	CMLRE	SS394	HumanObservation	REIS759	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:277555	Zebrasoma desjardinii
REIS760	CMLRE	SS394	HumanObservation	REIS760	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219882	Melichthys indicus
REIS761	CMLRE	SS394	HumanObservation	REIS761	6	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:273333	Chaetodon decussatus
REIS762	CMLRE	SS394	HumanObservation	REIS762	18	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:206059	Lethrinus sp.
REIS763	CMLRE	SS394	HumanObservation	REIS763	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:277272	Choerodon jordani
REIS764	CMLRE	SS394	HumanObservation	REIS764	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:217914	Myripristis violacea
REIS765	CMLRE	SS394	HumanObservation	REIS765	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:276987	Parapercis clathrata
REIS766	CMLRE	SS394	HumanObservation	REIS766	20	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218734	Chaetodon lineolatus
REIS767	CMLRE	SS394	HumanObservation	REIS767	14	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:277817	Parupeneus macronemus
REIS768	CMLRE	SS394	HumanObservation	REIS768	4	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:401334	Epinephelus longipinnis
REIS769	CMLRE	SS394	HumanObservation	REIS769	21	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:209406	Rhabdamia gracilis
REIS770	CMLRE	SS394	HumanObservation	REIS770	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218206	Epinephelus malabaricus
REIS771	CMLRE	SS394	HumanObservation	REIS771	130	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218255	Gracia albomarginata
REIS772	CMLRE	SS394	HumanObservation	REIS772	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:276852	Sufflamen fraenatum
REIS773	CMLRE	SS394	HumanObservation	REIS773	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218741	Chaetodon trifasciatus
REIS774	CMLRE	SS394	HumanObservation	REIS774	4	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:278847	Centropyge nox
REIS775	CMLRE	SS394	HumanObservation	REIS775	4	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:212209	Thalassoma lunare
REIS776	CMLRE	SS394	HumanObservation	REIS776	9	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:220083	Zanclus cornutus
REIS777	CMLRE	SS394	HumanObservation	REIS777	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:277145	Pomacentrus coelestis
REIS778	CMLRE	SS394	HumanObservation	REIS778	9	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:277001	Parapercis lineopunctata
REIS779	CMLRE	SS394	HumanObservation	REIS779	99	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218242	Epinephelus melanostigma
REIS780	CMLRE	SS394	HumanObservation	REIS780	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218474	Lutjanus monostigma
REIS781	CMLRE	SS394	HumanObservation	REIS781	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219874	Balistapus undulatus
REIS782	CMLRE	SS394	HumanObservation	REIS782	6	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219633	Acanthurus auranticavus
REIS783	CMLRE	SS394	HumanObservation	REIS783	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219665	Naso lituratus
REIS784	CMLRE	SS394	HumanObservation	REIS784	7	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218545	Plectorhinchus vittatus
REIS785	CMLRE	SS394	HumanObservation	REIS785	13	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219629	Acanthurus leucocheilus
REIS786	CMLRE	SS394	HumanObservation	REIS786	8	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:273839	Epinephelus bontoides
REIS787	CMLRE	SS394	HumanObservation	REIS787	20	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:212819	Chromis xanthura
REIS788	CMLRE	SS394	HumanObservation	REIS788	5	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218174	Cephalopholis argus
REIS789	CMLRE	SS394	HumanObservation	REIS789	18	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218765	Heniochus acuminatus
REIS790	CMLRE	SS394	HumanObservation	REIS790	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:1043416	Pateobatis fai
REIS791	CMLRE	SS394	HumanObservation	REIS791	5	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218168	Aethloperca rogaa
REIS792	CMLRE	SS394	HumanObservation	REIS792	7	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:277106	Stethojulis bandanensis
REIS793	CMLRE	SS394	HumanObservation	REIS793	304	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219883	Odonus niger
REIS794	CMLRE	SS394	HumanObservation	REIS794	22	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:278536	Caesio cuning
REIS795	CMLRE	SS394	HumanObservation	REIS795	18	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:126400	Sargocentron rubrum
REIS796	CMLRE	SS394	HumanObservation	REIS796	7	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:1042872	Monotaxis heterodon
REIS797	CMLRE	SS394	HumanObservation	REIS797	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:398560	Bodianus dictynna
REIS798	CMLRE	SS394	HumanObservation	REIS798	45	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:273330	Chaetodon collare
REIS799	CMLRE	SS394	HumanObservation	REIS799	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:217950	Sargocentron spiniferum
REIS800	CMLRE	SS394	HumanObservation	REIS800	12	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:159393	Neoniphon sammara
REIS801	CMLRE	SS394	HumanObservation	REIS801	19	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:276785	Scolopsis ciliata
REIS802	CMLRE	SS394	HumanObservation	REIS802	5	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218752	Chaetodon meyeri
REIS803	CMLRE	SS394	HumanObservation	REIS803	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:159491	Aluterus scriptus
REIS804	CMLRE	SS394	HumanObservation	REIS804	5	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:212772	Amphiprion sebae
REIS805	CMLRE	SS394	HumanObservation	REIS805	53	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:217926	Myripristis adusta
REIS806	CMLRE	SS394	HumanObservation	REIS806	13	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:217915	Myripristis kuntee
REIS807	CMLRE	SS394	HumanObservation	REIS807	40	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:278909	Neopomacentrus anabatoides
REIS808	CMLRE	SS394	HumanObservation	REIS808	10	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:217940	Sargocentron caudimaculatum
REIS809	CMLRE	SS394	HumanObservation	REIS809	100	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:277170	Pomacentrus similis
REIS810	CMLRE	SS394	HumanObservation	REIS810	3	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:212770	Amphiprion akallopisos
REIS811	CMLRE	SS394	HumanObservation	REIS811	10	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:217884	Hypoatherina barnesi
REIS812	CMLRE	SS394	HumanObservation	REIS812	7	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218972	Epibulus insidiator
REIS813	CMLRE	SS394	HumanObservation	REIS813	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:273536	Bodianus mesothorax
REIS814	CMLRE	SS394	HumanObservation	REIS814	4	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218725	Chaetodon oxycephalus
REIS815	CMLRE	SS394	HumanObservation	REIS815	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:212077	Lethrinus rubrioperculatus
REIS816	CMLRE	SS394	HumanObservation	REIS816	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219617	Ptereleotris heteroptera
REIS817	CMLRE	SS394	HumanObservation	REIS817	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218855	Cirrhitichthys aprinus
REIS818	CMLRE	SS394	HumanObservation	REIS818	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219147	Parapercis millepunctata
REIS819	CMLRE	SS394	HumanObservation	REIS819	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218263	Plectropomus areolatus
REIS820	CMLRE	SS394	HumanObservation	REIS820	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:279153	Cephalopholis polyspila
REIS821	CMLRE	SS394	HumanObservation	REIS821	8	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219086	Chlorurus strongylocephalus
REIS822	CMLRE	SS394	HumanObservation	REIS822	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219928	Arothron stellatus
REIS823	CMLRE	SS394	HumanObservation	REIS823	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:273914	Siganus javus
REIS824	CMLRE	SS394	HumanObservation	REIS824	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219659	Ctenochaetus striatus
REIS825	CMLRE	SS394	HumanObservation	REIS825	17	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218574	Gnathodentex aureolinateus
REIS826	CMLRE	SS394	HumanObservation	REIS826	70	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:1043456	Verulux cypselurus
REIS827	CMLRE	SS394	HumanObservation	REIS827	100	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:275776	Halichoeres melanurus
REIS828	CMLRE	SS394	HumanObservation	REIS828	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218432	Scomberoides commersonnianus
REIS829	CMLRE	SS394	HumanObservation	REIS829	9	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:220030	Nebrius ferrugineus
REIS830	CMLRE	SS394	HumanObservation	REIS830	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219057	Stethojulis trilineata
REIS831	CMLRE	SS394	HumanObservation	REIS831	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:275804	Halichoeres trimaculatus
