id	institutionCode	collectionCode	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	occurrenceStatus	eventDate	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT	scientificNameID	scientificName
REIS680	CMLRE	SS394	HumanObservation	REIS680	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:103439	Didemnidae
REIS681	CMLRE	SS394	HumanObservation	REIS681	12	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:277131	Pomacentrus alleni
REIS682	CMLRE	SS394	HumanObservation	REIS682	4	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218204	Epinephelus areolatus
REIS683	CMLRE	SS394	HumanObservation	REIS683	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:273347	Chaetodon mertensii
REIS684	CMLRE	SS394	HumanObservation	REIS684	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:275789	Halichoeres podostigma
REIS685	CMLRE	SS394	HumanObservation	REIS685	14	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:273739	Chromis margaritifer
REIS686	CMLRE	SS394	HumanObservation	REIS686	6	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219015	Labroides bicolor
REIS687	CMLRE	SS394	HumanObservation	REIS687	45	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218495	Lutjanus lutjanus
REIS688	CMLRE	SS394	HumanObservation	REIS688	26	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219672	Naso vlamingii
REIS689	CMLRE	SS394	HumanObservation	REIS689	5	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218975	Gomphosus varius
REIS690	CMLRE	SS394	HumanObservation	REIS690	34	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218501	Macolor niger
REIS691	CMLRE	SS394	HumanObservation	REIS691	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:126805	Caranx lugubris
REIS692	CMLRE	SS394	HumanObservation	REIS692		individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:273587	Thalassoma nigrofasciatum
REIS693	CMLRE	SS394	HumanObservation	REIS693	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218260	Plectropomus laevis
REIS694	CMLRE	SS394	HumanObservation	REIS694	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218867	Paracirrhites forsteri
REIS695	CMLRE	SS394	HumanObservation	REIS695	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:278833	Centropyge eibli
REIS696	CMLRE	SS394	HumanObservation	REIS696	46	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218475	Lutjanus fulvus
REIS697	CMLRE	SS394	HumanObservation	REIS697	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:277504	Chlorurus bleekeri
REIS698	CMLRE	SS394	HumanObservation	REIS698	4	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:1043477	Crenimugil sheheli
REIS699	CMLRE	SS394	HumanObservation	REIS699	8	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218395	Carangoides ferdau
REIS700	CMLRE	SS394	HumanObservation	REIS700	22	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218419	Caranx melampygus
REIS701	CMLRE	SS394	HumanObservation	REIS701	3	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218190	Cephalopholis formosa
REIS702	CMLRE	SS394	HumanObservation	REIS702	4	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:220004	Pomacanthus annularis
REIS703	CMLRE	SS394	HumanObservation	REIS703	18	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219668	Naso unicornis
REIS704	CMLRE	SS394	HumanObservation	REIS704	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:279147	Cephalopholis cyanostigma
REIS705	CMLRE	SS394	HumanObservation	REIS705	32	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219014	Labroides dimidiatus
REIS706	CMLRE	SS394	HumanObservation	REIS706	37	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:278003	Naso caeruleacauda
REIS707	CMLRE	SS394	HumanObservation	REIS707	3	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219894	Sufflamen bursa
REIS708	CMLRE	SS394	HumanObservation	REIS708	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218706	Kyphosus vaigiensis
REIS709	CMLRE	SS394	HumanObservation	REIS709	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218995	Halichoeres nigrescens
REIS710	CMLRE	SS394	HumanObservation	REIS710	56	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:212993	Pomacentrus caeruleus
REIS711	CMLRE	SS394	HumanObservation	REIS711	19	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218985	Halichoeres hortulanus
REIS712	CMLRE	SS394	HumanObservation	REIS712	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219038	Oxycheilinus digrammus
REIS713	CMLRE	SS394	HumanObservation	REIS713	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219266	Cirripectes castaneus
REIS714	CMLRE	SS394	HumanObservation	REIS714	9	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219648	Acanthurus pyroferus
REIS715	CMLRE	SS394	HumanObservation	REIS715	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218948	Cheilio inerimis
REIS716	CMLRE	SS394	HumanObservation	REIS716	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:474993	Halichoeres claudia
REIS717	CMLRE	SS394	HumanObservation	REIS717	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218957	Coris aygula
REIS718	CMLRE	SS394	HumanObservation	REIS718	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219876	Balistoides conspicillum
REIS719	CMLRE	SS394	HumanObservation	REIS719	33	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219125	Scarus psittatus
REIS720	CMLRE	SS394	HumanObservation	REIS720	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218853	Cirrhitichthys oxycephalus
REIS721	CMLRE	SS394	HumanObservation	REIS721	8	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218184	Cephalopholis miniata
REIS722	CMLRE	SS394	HumanObservation	REIS722	9	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219082	Chlorurus sordidus
REIS723	CMLRE	SS394	HumanObservation	REIS723	70	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:203924	Chrysiptera sp.
REIS724	CMLRE	SS394	HumanObservation	REIS724	50	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:213656	Pterocaesio tile
REIS725	CMLRE	SS394	HumanObservation	REIS725	3	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:217945	Sargocentron praslin
REIS726	CMLRE	SS394	HumanObservation	REIS726	12	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218485	Lutjanus lemniscatus
REIS727	CMLRE	SS394	HumanObservation	REIS727	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218931	Bodianus diana
REIS728	CMLRE	SS394	HumanObservation	REIS728	7	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219632	Acanthurus tennentii
REIS729	CMLRE	SS394	HumanObservation	REIS729	11	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:211774	Centropyge multispinis
REIS730	CMLRE	SS394	HumanObservation	REIS730	5	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218854	Cirrhitichthys falco
REIS731	CMLRE	SS394	HumanObservation	REIS731	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:278005	Naso elegans
REIS732	CMLRE	SS394	HumanObservation	REIS732	4	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219651	Acanthurus mata
REIS733	CMLRE	SS394	HumanObservation	REIS733	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219124	Scarus rubroviolaceus
REIS734	CMLRE	SS394	HumanObservation	REIS734	7	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:220001	Pomacanthus imperator
REIS735	CMLRE	SS394	HumanObservation	REIS735	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219626	Acanthurus nigricauda
REIS736	CMLRE	SS394	HumanObservation	REIS736	7	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218763	Heniochus diphreutes
REIS737	CMLRE	SS394	HumanObservation	REIS737	34	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:272961	Acanthurus grammoptilus
REIS738	CMLRE	SS394	HumanObservation	REIS738	18	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218685	Upeneus taeniopterus
REIS739	CMLRE	SS394	HumanObservation	REIS739	60	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218497	Lutjanus quinquelineatus
REIS740	CMLRE	SS394	HumanObservation	REIS740	17	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:272960	Acanthurus fowleri
REIS741	CMLRE	SS394	HumanObservation	REIS741	4	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:279150	Cephalopholis microprion
REIS742	CMLRE	SS394	HumanObservation	REIS742	6	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218414	Caranx ignobilis
REIS743	CMLRE	SS394	HumanObservation	REIS743	102	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:219897	Xanthichthys auromarginatus
REIS744	CMLRE	SS394	HumanObservation	REIS744	140	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:283230	Zoramia viridiventer
REIS745	CMLRE	SS394	HumanObservation	REIS745	175	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:276836	Chrysiptera parasema
REIS746	CMLRE	SS394	HumanObservation	REIS746	12	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:278004	Naso caesius
REIS747	CMLRE	SS394	HumanObservation	REIS747	17	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:126816	Seriola dumerili
REIS748	CMLRE	SS394	HumanObservation	REIS748	3	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:212546	Aprion virescens
REIS749	CMLRE	SS394	HumanObservation	REIS749	2	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:271889	Gymnothorax thyrsoideus
REIS750	CMLRE	SS394	HumanObservation	REIS750	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:712746	Chaetodontoplus poliourus
REIS751	CMLRE	SS394	HumanObservation	REIS751	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:276851	Sufflamen chrysopterum
REIS752	CMLRE	SS394	HumanObservation	REIS752	18	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:217509	Gymnothorax favagineus
REIS753	CMLRE	SS394	HumanObservation	REIS753	5	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218480	Lutjanus gibbus
REIS754	CMLRE	SS394	HumanObservation	REIS754	54	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218584	Monotaxis grandoculis
REIS755	CMLRE	SS394	HumanObservation	REIS755	1	individuals	present	2019-12-24/2019-12-27	India	Angria Bank	16	32	16.4806	72.0986	19649	POLYGON ((71.97418 16.53880, 72.09778 16.31223, 72.22137 16.41369, 72.18842 16.50193, 72.01126 16.63619, 71.97418 16.53880))	urn:lsid:marinespecies.org:taxname:218658	Parupeneus indicus
